"id","name","category","page","description","sizes","prices","alcoholfree","glutenfree","hint"
"BD103","Kasteel Rouge","Flaschenbiere","Seite 23","Ein intensives Kirschbier mit 8,0 % vol., das die süße Fruchtigkeit von Kirschen mit der Kraft eines starken Biers verbindet. Ein wahrer Genuss für Liebhaber fruchtiger und vollmundiger Spezialitäten.","0,33l","4,80",0,0,""
"BD104","Kasteel Rouge 0,0","Flaschenbiere","Seite 36","Eine alkoholfreie Variante des berühmten Fruchtbiers. Süßlich, fruchtig und mit intensiven Kirsch-Aromen – ein einzigartiges Erlebnis.","0,33l","4,80",1,0,""
"BD105","Kilkenny Red Ale","Fassbiere","Seite 16","Kilkenny Red Ale ist ein irisches Ale mit einem ausgewogenen, malzigen Charakter und einer feinen, karamelligen Süße. Es besticht durch seine leichte Fruchtigkeit und einen sanften, leicht bitteren Abgang. Perfekt für alle, die ein vollmundiges, aber mildes Bier suchen.","0,3l/0,5l","3,90/5,90",0,0,""
"BD106","Kasteel Rubus Framboise","Fassbiere","Seite 15","Ein sehr leckeres und richtig süßes, fruchtiges belgisches Bier mit intensiven Aromen von reifen Himbeeren. Sein süß-säuerlicher Charakter wird durch eine feine Malzbasis abgerundet, was ihm eine besondere Tiefe verleiht.","0,25l","4,30",0,0,""
"BD107","Kirin Ichiban 0,0","Flaschenbiere","Seite 37","Japans alkoholfreier Bierklassiker mit leichter Süße und erfrischender Note. Authentisch und unverwechselbar.","0,33l","4,50",1,0,""
"BD108","Kirin Ichiban","Flaschenbiere","Seite 33","Feinperlig und malzig, mit einer leichten Hopfennote – der perfekte Begleiter für entspannte Momente, erfrischend und authentisch.","0,33l","4,50",0,0,""
"BD109","König Pilsener","Fassbiere","Seite 18","König Pilsener ist ein klassisches Pilsbier mit einem fein ausbalancierten Geschmack. Die markante Hopfennote und die erfrischende Bitterkeit machen es zu einem idealen Begleiter für jeden Anlass. Mit seiner leichten, spritzigen Textur ist es der perfekte Durstlöscher.","0,25l/0,4l/1,0l/2,0l","2,70/3,80/8,00/16,00",0,0,"auch als Maß 1 l/8,00 oder Tulpe 2l/16,00 (20,00 Pfand)"
"BD110","König Pilsener Alkoholfrei","Flaschenbiere","Seite 36","Ein erfrischend herbes Pils, das durch seinen vollen Geschmack überzeugt. Perfekt für Liebhaber klassischer Biere.","0,33l","3,30",1,0,""
"BD111","Kona Longboard","Flaschenbiere","Seite 34","Das Lagerbier von den hawaiianischen Inseln mit 4,6 % vol. überzeugt durch seine weiche Malzbasis und feine Hopfenaromen. Perfekt für entspannte Momente.","0,355l","4,80",0,0,""
"BD112","Köstritzer Schwarzbier","Flaschenbiere","Seite 27","Ein Klassiker der deutschen Bierkultur – dunkel, malzig und mit feiner Röstaromatik. Mit 4,8 % vol. das ideale Bier für besondere Momente.","0,5l","4,90",0,0,""
"BD113","La Chouffe Blonde","Fassbiere","Seite 18","Ein goldgelbes, unfiltriertes Bier mit verspielten Noten von Koriander und fruchtigen Aromen. Auch als Flaschenbier verfügbar, siehe Seite 10.","0,3l","4,80",0,0,"nur im Sommer vom Fass"
"BD114","La Chouffe Blonde","Flaschenbiere","Seite 20","Ein goldgelbes, unfiltriertes Bier mit verspielten Noten von Koriander und fruchtigen Aromen. Seine 8,0 % vol. machen es kraftvoll, während es dank der leichten Süße angenehm süffig bleibt. Der Favorit aller Gartenzwerge!","0,33l","4,80",0,0,"Im Sommer auch vom Fass."
"BD115","La Chouffe Cherry","Flaschenbiere","Seite 23","Ein fruchtiges Kirschbier mit einem perfekten Zusammenspiel aus süßen, leicht säuerlichen Kirschnoten und der charakteristischen Würze belgischer Braukunst.","0,33l","4,80",0,0,""
"BD116","La Chouffe Sans Alcool","Flaschenbiere","Seite 36","Ein alkoholfreies belgisches Bier mit Noten von Zitrus und Gewürzen. Leicht, erfrischend und charaktervoll.","0,33l","4,80",1,0,""
"BD117","La Guillotine","Flaschenbiere","Seite 20","Dieses goldene Tripel mit 8,5 % vol. überzeugt mit fruchtigen und würzigen Aromen, einer angenehmen Bitterkeit und überraschender Intensität. Ein wahrlich scharfer Genuss.","0,33l","4,80",0,0,""
"BD118","Lahnsteiner Rohminator","Flaschenbiere","Seite 24","Ungefiltert und stark, begeistert dieses Bier mit 10,2 % vol. durch vollmundige Malzaromen und fruchtige Nuancen. Ideal für Bierliebhaber, die etwas Neues entdecken möchten.","0,33l","5,50",0,0,""
"BD119","La Trappe Epos","Flaschenbiere","Seite 37","Komplex, vollmundig und mit einem angenehm trockenen Abgang – ein echtes Trappistenbier mit Charakter.","0,33l","4,80",1,0,""
"BD120","La Trappe Isid’or","Flaschenbiere","Seite 21","Dieses bernsteinfarbene Trappistenbier mit 7,5 % vol. ist eine Hommage an den ersten Brauer von La Trappe. Mit Noten von Karamell, Honig und einer feinen Hopfenbitterkeit bleibt es angenehm rund und ausgewogen.","0,33l","4,80",0,0,""
"BD121","La Trappe Nillis 0,0","Flaschenbiere","Seite 36","Das erste alkoholfreie Trappistenbier mit vollmundigem Körper und milden Malznoten. Authentischer Geschmack – ohne Promille.","0,33l","4,80",1,0,""
"BD122","La Trappe Witte Trappist","Flaschenbiere","Seite 10","La Trappe Witte Trappist ist ein erfrischendes belgisches Witbier, das von der niederländischen Trappistenbrauerei La Trappe gebraut wird. Mit einem zarten Geschmack von Zitrusfrüchten, Gewürzen und einer leichten Hefe-Note bietet es ein perfekt ausbalanciertes Trinkerlebnis. Ideal für Liebhaber von Witbier.","0,75l","10,90",0,0,"Im Sommer auch vom Fass verfügbar."
"BD123","La Trappe Witte Trappist","Fassbiere","Seite 15","La Trappe Witte Trappist ist ein erfrischendes belgisches Witbier, das von der niederländischen Trappistenbrauerei La Trappe gebraut wird. Auch als Flaschenbier verfügbar, siehe Seite 10.","0,3l","4,80",0,0,"nur im Sommer vom Fass"
"BD124","Leffe Blonde","Fassbiere","Seite 15","Leffe Blonde ist ein traditionsreiches belgisches Abteibier, das mit seinem milden, ausgewogenen Charakter begeistert. Fruchtige und würzige Noten verbinden sich harmonisch mit einem dezent süßlichen Abgang. Vollmundig und aromatisch.","0,25l","3,80",0,0,""
"BD125","Leffe Bruin","Flaschenbiere","Seite 20","Ein bernsteinfarbenes Klosterbier mit 6,5 % vol. und komplexem Aroma von Röstaromen, Trockenfrüchten und leichtem Toffee. Eine warme und vollmundige Wahl für Liebhaber dunkler Biere.","0,33l","4,80",0,0,""
"BD126","Leikeim Steinbier","Fassbiere","Seite 18","Leikeim Steinbier ist ein fränkisches Traditionsbier, das durch eine besondere Brautechnik entsteht: Heiße Steine werden ins Bier gegeben, um den Malzgeschmack intensiv zu verfeinern. Das Ergebnis ist ein vollmundiges, kräftiges Bier mit einzigartigen Röstnoten und einer harmonischen Hopfenbittere.","0,5l/1,0l","4,90/8,50",0,0,"auch als Maß 1,0 l/8,50"
"BD127","Liefmans Fruitesse","Flaschenbiere","Seite 23","Ein prickelnd-frisches Bier mit einem Mix aus fünf roten Früchten. Gekühlt auf Eis serviert, ein sommerlicher Hochgenuss!","0,25l","4,00",0,0,""
"BD128","Liefmans Fruitesse 0,0","Flaschenbiere","Seite 37","Ein alkoholfreies Fruchtbier mit 0,0 % vol. und intensiven Aromen von Kirschen, Erdbeeren und Himbeeren. Erfrischend und fruchtig.","0,25l","4,00",1,0,""
"BD129","Lindemans Apple","Flaschenbiere","Seite 23","Dieses Lambic kombiniert die spritzige Frische von Äpfeln mit der milden Süße belgischer Braukunst. Erfrischend leicht und perfekt für jeden Anlass.","0,25l","4,00",0,0,""
"BD130","Lindemans Cassis","Flaschenbiere","Seite 23","Ein köstlich fruchtiges Lambic mit 3,5 % vol., das mit intensiven Aromen schwarzer Johannisbeeren und einem erfrischenden Abgang begeistert.","0,25l","4,00",0,0,""
"BD131","Lindemans Framboise","Flaschenbiere","Seite 23","Ein Klassiker unter den Fruchtbieren: Frische Himbeeraromen, dezente Säure und ein spritzig-süßes Finale machen dieses Lambic zu einem Genuss.","0,25l","4,00",0,0,""
"BD132","Lindemans Kriek","Fassbiere","Seite 15","Lindemans Kriek ist ein traditionelles belgisches Kirschbier mit fruchtig-süßem Geschmack und einer angenehm spritzigen Säure. Durch die Zugabe echter Kirschen erhält es seine intensive, erfrischende Note.","0,25l","4,00",0,0,""
"BD133","Lindemans Pecheresse","Flaschenbiere","Seite 23","Ein Pfirsichbier, das mit seiner harmonischen Balance aus Süße und Leichtigkeit überzeugt. Der ideale Begleiter für fruchtige Momente.","0,25l","4,00",0,0,""
"BD134","Löwenbräu Original","Fassbiere","Seite 12","Löwenbräu Original ist ein klassisches Münchner Bier mit ausgewogenem, mild-malzigem Geschmack und einer angenehmen Hopfennote. Es wird nach dem Reinheitsgebot gebraut und verkörpert traditionelle Braukunst.","0,3l/0,5l/1,0l","3,30/4,90/8,50",0,0,"auch als Maß 1,0 l/8,50"
"BD135","Lucky Buddha","Flaschenbiere","Seite 10","Ein mildes chinesisches Lagerbier mit leichter Malznote. In der ikonischen Buddha-Flasche ideal für alle, die ein spritziges, leichtes Bier genießen möchten.","0,33l","4,80",0,0,""
"BD136","Maisels and Friends West Coast IPA","Fassbiere","Seite 16","Maisels and Friends West Coast IPA ist ein kräftiges, hopfenbetontes Bier mit einer klaren, goldenen Farbe und einer intensiven Zitrusnote. Der Geschmack ist fruchtig, aber auch angenehm herb, was es zu einem echten Genuss für Liebhaber von bitteren IPAs macht.","0,3l/0,5l","3,90/5,90",0,0,""
"BD137","Meisels & Friends IPA Alkoholfrei","Flaschenbiere","Seite 37","Ein alkoholfreies Craft Beer mit floralen und fruchtigen Hopfennoten. Perfekt für Fans moderner Biere.","0,33l","3,70",1,0,""
"BD138","Mongozo Banana (glutenfrei)","Flaschenbiere","Seite 23","Der Geschmack reifer Bananen in einem süffigen Bier. Exotisch und überraschend anders – ein Bier, das begeistert.","0,33l","4,80",0,1,""
"BD139","Mongozo Coconut (glutenfrei)","Flaschenbiere","Seite 23","Exotischer Genuss im Glas: Mit der feinen Süße der Kokosnuss ist dieses Bier eine erfrischende Abwechslung für Experimentierfreudige.","0,33l","4,80",0,1,""
"BD140","Mongozo Cocos","Fassbiere","Seite 15","Ein glutenfreies, exotisches, fruchtiges Bier mit dem intensiven Geschmack von Kokosnüssen. Diese ungewöhnliche Kombination aus Bier und tropischer Frische bietet eine einzigartige, süße Note. Ideal für warme Tage!","0,33l","4,80",0,1,"nur im Sommer vom Fass"
"BD141","Mongozo Mango (glutenfrei)","Flaschenbiere","Seite 23","Ein Tropen-Traum aus Mango: süß, erfrischend und leicht, ein ideales Bier für heiße Tage oder als Aperitif.","0,33l","4,80",0,1,""
"BD142","Moosehead Cracked Canoe","Flaschenbiere","Seite 34","Ein leichtes Lager mit nur 3,5 % vol., das trotzdem volles Aroma bietet. Perfekt für alle, die leichten, erfrischenden Biergenuss suchen.","0,341l","4,80",0,0,""
"BD143","Moosehead Lager","Flaschenbiere","Seite 34","Dieses kanadische Lagerbier mit 5,0 % vol. überzeugt durch seinen erfrischenden, leicht süßlichen Geschmack. Ein Klassiker seit Generationen.","0,341l","4,80",0,0,""
"BD144","Moosehead Premium Dry","Flaschenbiere","Seite 34","Ein trockenes Lagerbier mit 5,5 % vol. Alkohol, das durch seinen klaren, knackigen Geschmack überzeugt. Ein erfrischender Genuss für jede Gelegenheit.","0,341l","4,80",0,0,""
"BD145","Mythos","Flaschenbiere","Seite 32","Das griechische Lagerbier mit 5,0 % vol. überzeugt durch seine milde Süße und dezente Hopfennote. Perfekt gekühlt bringt es die Leichtigkeit des Mittelmeers ins Glas.","0,33l","3,70",0,0,""
"BD146","Newcastle Brown Ale","Fassbiere","Seite 17","Newcastle Brown Ale ist ein traditionelles britisches Ale, das mit seinem milden, malzigen Charakter und einer feinen Röstnote begeistert. Der Geschmack ist süßlich und karamellig, mit einer dezenten Bitterkeit, die sich sanft im Abgang entfaltet – ideal für gemütliche Abende.","0,3l/0,5l","3,90/5,90",0,0,""
"BD147","Paulaner Salvator","Flaschenbiere","Seite 24","Der Klassiker unter den Starkbieren – malzig, süffig, mit feiner Röstnote und einer leichten Karamellsüße. Mit 7,9 % vol. Alkohol ein bayerisches Original, das den Charakter traditioneller Bockbiere widerspiegelt.","0,5l","5,90",0,0,""
"BD148","Paulaner Zitrone 0,0","Flaschenbiere","Seite 36","Ein erfrischendes Biermischgetränk mit 0,0 % vol., das süß-spritzige Zitronennoten mit dem Geschmack von Weißbier vereint. Ein Sommerhit!","0,5l","4,90",1,0,""
"BD149","Peroni","Flaschenbiere","Seite 32","Ein italienisches Premiumbier mit 5,1 % vol., das mit seiner Frische und leicht herben Note überzeugt. Ideal als Begleiter für Pasta, Pizza und sonnige Tage.","0,33l","3,70",0,0,""
"BD150","Pilsener Urquell","Flaschenbiere","Seite 32","Das tschechische Original-Pils mit 4,4 % vol. beeindruckt durch seine kräftige Hopfenbittere und malzige Süße.","0,33l","3,70",0,0,""
"BD151","Rheingold Alt","Flaschenbiere","Seite 25","Ebenfalls ein Stück Duisburger Braukunst. Malzaromatisch, feinherb und erfrischend, überzeugt dieses Altbier mit seinem vollmundigen Geschmack.","0,33l","3,70",0,0,""
"BD152","Rheingold Pils","Flaschenbiere","Seite 25","Ein Duisburger Bier mit Geschichte – feinherb, erfrischend und mit einer zarten Malznote. Mit 5,0 % vol. Alkohol ist es ein ausgewogenes Pils, das perfekt zu geselligen Runden passt.","0,33l","3,70",0,0,""
"BD153","Robinson Trooper Iron Maiden","Flaschenbiere","Seite 31","Das Kultbier der britischen Rockband – ein erfrischendes Ale mit feinen Malznoten, Zitrusakzenten und 4,7 % vol. Ein Bier, das Rock und Geschmack vereint.","0,5l","5,90",0,0,""
"BD154","Rodenbach Fruitage","Flaschenbiere","Seite 23","Ein einzigartiges Blending-Bier mit Aromen von roten Beeren und leichter Säure. Erfrischend, fruchtig und ideal als Aperitif. Wird auf Eis mit Limette getrunken.","0,25l","4,00",0,0,""
"BD155","Samuel Adams Boston Lager","Flaschenbiere","Seite 34","Ein charakterstarkes, bernsteinfarbenes Bier. Sein vollmundiger Geschmack vereint malzige Süße mit feiner Hopfenbittere. Durch traditionelle Braukunst und beste Zutaten entsteht ein perfekt ausbalanciertes, erfrischendes Genusserlebnis.","0,355l","4,80",0,0,""
"BD156","San Miguel","Flaschenbiere","Seite 32","Ein mildes, süffiges Lagerbier mit 5,0 % vol., das weltweit für seine mediterrane Leichtigkeit geschätzt wird. Der ideale Begleiter zu Tapas und Sommerabenden.","0,2l","2,70",0,0,"5 x 0,2 l für 9,90 im Eimer auf Eis"
"BD157","Schlenkerla Rauchbier","Flaschenbiere","Seite 29","Ein echtes Original aus Bamberg. Dieses kräftige Bier mit 5,1 % vol. beeindruckt durch seine rauchigen Aromen, die an geräucherten Schinken erinnern. Ein Erlebnis für alle Sinne.","0,5l","4,90",0,0,""
"BD158","Schlösser Alt","Fassbiere","Seite 13","Schlösser Alt ist ein klassisches, obergäriges Altbier mit malzigem Charakter, einer feinen Röstaromatik und einer milden Hopfenbittere. Es wird nach Düsseldorfer Brautradition gebraut und besticht durch seinen ausgewogenen, vollmundigen Geschmack.","0,25l/0,4l","2,70/3,80",0,0,""
"BD159","Schneider Aventinus","Fassbiere","Seite 13","Das bayerische Weizendoppelbock mit intensivem Malzaroma, Noten von reifen Früchten und einer feinen Würze. Es wird nach traditioneller Braukunst hergestellt und überzeugt durch seine kraftvolle, komplexe Struktur.","0,3l/0,5l","3,80/5,50",0,0,""
"BD160","Schneider Helles Landbier","Fassbiere","Seite 12","Schneider Helles Landbier ist ein fein-würziges, bayerisches Bier mit weichem Malzcharakter und einer harmonischen Hopfennote. Es wird nach traditioneller Rezeptur gebraut und besticht durch seine natürliche Frische.","0,3l/0,5l/1,0l","3,30/4,90/8,50",0,0,"auch als Maß 1,0 l/8,50"
"BD161","Schneider TAP3 Alkoholfrei","Flaschenbiere","Seite 36","Ein alkoholfreies Weißbier mit vollem Geschmack, das durch fruchtige Noten und einen malzigen Körper besticht.","0,5l","4,90",1,0,""
"BD162","Schorsch 57 %","Flaschenbiere","Seite 24","Das stärkste Bier der Welt – ein Extrembier mit unglaublichen 57 % vol. Alkohol. Für die Mutigen, die sich auf ein einzigartiges Geschmackserlebnis mit intensiven, rauchigen und alkoholischen Noten einlassen wollen.","0,04l","33,33",0,0,"Das aktuell stärkste Bier der Welt"
"BD163","Schorschbock 13","Flaschenbiere","Seite 24","Bayerische Handwerkskunst mit 13,0 % vol. und einem kräftigen, malzigen Geschmack, der von feinen Röstaromen begleitet wird. Ein Bier, das sich Zeit nimmt – und Zeit für sich fordert.","0,33l","8,90",0,0,""
"BD164","Schöfferhofer Grapefruit","Flaschenbiere","Seite 26","Fruchtig, spritzig und leicht herb – mit 2,5 % vol. ist dieses Biermischgetränk ein erfrischender Durstlöscher mit sommerlichem Flair.","0,33l","3,30",0,0,""
"BD165","Sierra Nevada Pale Ale","Flaschenbiere","Seite 34","Ein Klassiker der Craft Beer Szene mit 5,6 % vol. Dieses hopfenbetonte Bier bietet Aromen von Zitrus und Pinie – ein Must-have für Pale-Ale-Liebhaber.","0,355l","4,80",0,0,""
"BD166","Sierra Nevada Torpedo","Flaschenbiere","Seite 34","Dieses Extra IPA mit 7,2 % vol. beeindruckt durch kräftige Hopfenaromen und eine angenehme Bitterkeit. Perfekt für Fans intensiver Biere.","0,355l","4,80",0,0,""
"BD167","Siren Broken Dream Nitro Stout","Dosenbiere","Seite 35","Cremig und intensiv mit Aromen von Kaffee und Schokolade. Dieses Nitro Stout begeistert durch seinen vollmundigen Körper und die samtige Textur.","0,33l","4,50",0,0,""
"BD168","Siren Lumina Session IPA","Dosenbiere","Seite 35","Leicht und erfrischend mit spritzigen tropischen Fruchtnoten und einer milden Bitterkeit.","0,33l","4,50",0,1,"glutenfrei"
"BD169","Siren Soundwave IPA","Dosenbiere","Seite 35","Kräftige Zitrus- und tropische Fruchtaromen, die von einer frischen Bitterkeit begleitet werden. Ein intensives IPA-Erlebnis für Hopfenliebhaber.","0,33l","4,50",0,0,""
"BD170","Spaten Alkoholfrei","Flaschenbiere","Seite 36","Ein alkoholfreies Bier mit vollmundigem Geschmack und fein abgestimmter Hopfenblume. Der ideale Durstlöscher für jeden Moment.","0,5l","4,90",1,0,""
"BD171","Strongbow Dry Cider","Fassbiere","Seite 17","Strongbow Dry Cider ist ein spritziger, trockener Apfelwein mit einer frischen, fruchtigen Note. Der klare, erfrischende Geschmack und die leichte Säure machen ihn zu einem idealen Durstlöscher, der perfekt zu warmen Tagen und geselligen Momenten passt.","0,3l/0,5l","3,90/5,90",0,0,""
"BD172","Superfreunde Rookie IPA","Dosenbiere","Seite 35","Fruchtig mit Aromen von Zitrusfrüchten und einer ausgewogenen Bitterkeit – ein frisch-hopfiger Genuss für IPA-Fans.","0,33l","4,50",0,0,""
"BD173","Tannenzäpfle","Flaschenbiere","Seite 27","Das Traditionsbier aus dem Schwarzwald von der Brauerei Rothaus. Malzig, frisch und angenehm herb, ein echter Klassiker der badischen Braukunst.","0,33l","3,30",0,0,""
"BD174","Tennents 1885 Lager","Dosenbiere","Seite 35","Klassisches Lagerbier mit einer Balance aus süßem Malz und einer milden, angenehmen Hopfenbitterkeit. Erfrischend und unkompliziert.","0,5l","5,90",0,0,""
"BD175","Tennents Extra","Flaschenbiere","Seite 31","Ein vollmundiges, kräftiges Bier mit 9,0 % vol. Alkohol. Malzig und würzig zugleich, ein charakterstarker Genuss für besondere Anlässe.","0,33l","4,50",0,0,""
"BD176","Tennents IPA","Flaschenbiere","Seite 31","Dieses IPA besticht durch tropische Fruchtnoten, eine angenehme Hopfenbittere und 6,2 % vol. Ein erfrischendes Bier für moderne Bierliebhaber.","0,33l","4,50",0,0,""
"BD177","Tennents Scotch Ale","Flaschenbiere","Seite 31","Ein traditionelles Scotch Ale mit kräftigen Karamell- und Röstmalznoten. Mit 9,0 % vol. ein echtes Highlight schottischer Braukunst.","0,33l","4,50",0,0,""
"BD178","Theo König Zwickel","Fassbiere","Seite 13","Theo König Zwickel ist ein unfiltriertes Kellerbier mit vollmundigem Malzgeschmack und einer feinen, natürlichen Trübung. Es wird traditionell gebraut und behält durch seine schonende Verarbeitung seinen ursprünglichen, frischen Charakter.","0,3l/0,5l","3,30/4,90",0,0,""
"BD179","Tiger","Flaschenbiere","Seite 33","Vollmundig und sanft, mit einer ausgewogenen Bitterkeit und angenehmer Malzsüße – perfekt für alle, die ein harmonisches Lagerbier schätzen.","0,33l","4,50",0,0,""
"BD180","Trappistes Rochefort 8","Flaschenbiere","Seite 21","Ein tiefbraunes Starkbier mit 9,2 % vol., das mit intensiven Noten von Karamell, Trockenfrüchten und Gewürzen begeistert. Der perfekte Begleiter für kühle Abende.","0,33l","4,80",0,0,""
"BD181","Tripel Karmeliet","Flaschenbiere","Seite 21","Ein goldenes Tripel mit 8,4 % vol., gebraut nach einem Rezept mit drei Getreidesorten. Mit Aromen von Banane, Vanille und einer feinen Würze ist es ein Klassiker der belgischen Braukunst.","0,33l","4,80",0,0,""
"BD182","Veltins Pilsener","Flaschenbiere","Seite 25","Der Klassiker aus dem Sauerland. Mit 4,8 % vol. begeistert dieses Pils durch eine knackige Hopfenfrische und eine feinherbe Note. Perfekt gekühlt ist es das ideale Bier für jede Gelegenheit.","0,33l","3,30",0,0,""
"BD183","Vocation Heart And Soul","Dosenbiere","Seite 35","Fruchtige Zitrus- und tropische Aromen vereinen sich in diesem vollmundigen IPA. Frisch, mit einer angenehmen Bitterkeit.","0,33l","4,50",0,0,""
"BD184","Vocation Hop, Skip & Juice","Dosenbiere","Seite 35","Saftig und fruchtig mit tropischen Fruchtnoten, die von einer milden Bitterkeit begleitet werden – ein spritziger Durstlöscher voller Geschmack.","0,33l","4,50",0,0,""
"BD185","Weihenstephan Vitus","Fassbiere","Seite 13","Ein edles Weizenbockbier mit weichem Malzkörper, fruchtigen Aromen und einer dezenten Gewürznote. Es wird in der ältesten Brauerei der Welt nach höchster Braukunst hergestellt.","0,3l/0,5l","3,80/5,50",0,0,""
"BD186","Weiherer Grünhopfen Pils","Flaschenbiere","Seite 29","Ein einzigartiges, naturbelassenes Pils, das mit frisch geerntetem Hopfen gebraut wird. Das Ergebnis: ein intensives, frisches Hopfenaroma mit grasigen und blumigen Noten.","0,5l","4,90",0,0,""
"BD187","Weiherer Rolator","Flaschenbiere","Seite 29","Stark, charaktervoll und voller Genuss. Dieses vollmundige Bockbier besticht durch kräftige Malznoten, eine angenehme Süße und eine harmonische Hopfenbittere.","0,5l","5,90",0,0,""
"BD188","Weiherer Weizenbock","Flaschenbiere","Seite 29","Fruchtig, vollmundig und einzigartig. Dieses obergärige Starkbier vereint Noten von reifer Banane, Karamell und einem Hauch Nelke.","0,5l","5,90",0,0,""
"BD189","Westmalle Dubbel","Flaschenbiere","Seite 20","Ein reichhaltiges Dubbel mit 7,0 % vol., das mit seiner Balance aus Malzsüße, Trockenfrüchten und dezenter Bitterkeit überzeugt. Brautradition in höchster Form.","0,33l","4,80",0,0,""
"BD190","Wychwood Hobgoblin Ruby","Flaschenbiere","Seite 31","Ein rubinrotes Ale mit kräftigen Malznoten, Karamell und einer dezenten Hopfennote. Mit 5,2 % vol. ein Bier mit mystischem Charakter und vollem Geschmack.","0,5l","5,90",0,0,""
"BD191","Wychwood King Goblin","Flaschenbiere","Seite 31","Die kräftigere Variante des Hobgoblin, mit intensiven Malz- und Fruchtaromen. Mit 6,6 % vol. ein Bier für Genießer besonderer Biere.","0,5l","5,90",0,0,""
"BD192","X2 Energy","Flaschenbiere","Seite 26","Maximale Power mit vollem Geschmack! Der aufregende Mix aus belebendem Energy-Kick und 5,0 % vol. Alkohol sorgt für den perfekten Wachmacher-Moment.","0,33l","4,00",0,0,""
"BD193","X2 Spritz","Flaschenbiere","Seite 26","Erfrischender Spritzgenuss in jeder Flasche! Die fruchtig-herbe Mischung mit 5,0 % vol. Alkohol bringt das perfekte Sommerfeeling – prickelnd, leicht und unwiderstehlich.","0,33l","4,00",0,0,""
